video_id,game_id,title,url,user_url,user,youtube_id,description,youtube_username,youtube_category,youtube_title,youtube_description,youtube_likes,youtube_dislikes,length,youtube_keywords,youtube_published,youtube_viewcount,youtube_rating,is_bug_video
689672968,730,one more ump cheat,http://steamcommunity.com/sharedfiles/filedetails/?id=689672968,http://steamcommunity.com/id/oak1m/,Carl Gustav XI,_9jIT4HJ6z8,"one more ump cheat

Game: Counter-Strike: Global Offensive
Author: EXO_Metalic
http://plays.tv/u/EXO_Metalic

uploaded via http://plays.tv/",EXOMetalic,Gaming,one more ump cheat,"one more ump cheat

Game: Counter-Strike: Global Offensive
Author: EXO_Metalic
http://plays.tv/u/EXO_Metalic

uploaded via http://plays.tv/",0,0,14,[u'raptr'],22/5/2016 22:30:41,4,0,T
800975744,391220,Rise of the Tomb Raider - Glitch - Révélation prochainement,http://steamcommunity.com/sharedfiles/filedetails/?id=800975744,http://steamcommunity.com/profiles/76561198085616914/,gldsun,_czff2LSfyY,Promo du glitch qui sera dévoilé très bientot,gldsun,Gaming,Rise of the Tomb Raider - Glitch - Révélation prochainement,Promo du glitch qui sera dévoilé très bientot,0,0,77,"[u'rise of the tomb raider', u'glitch', u'bug', u'tomb raider', u'promo', u'lara', u'tomb', u'raider', u'croft', u'lara crof']",13/11/2016 13:57:56,141,0,T
721074820,351800,Dev Guy | let's play playthrough | PART 1 lie cheat steal,http://steamcommunity.com/sharedfiles/filedetails/?id=721074820,http://steamcommunity.com/id/Foehamner/,Foehamner,_DIjUxABfoo,"""Being a developer for games is difficult. It's even harder when you are an indie developer. In Dev Guy, you play the roll of Warren (an independent developer) just trying to get his game on the app store before his game license expires. It sounds simple, but becomes complex quickly when his car goes missing, and his data disappears with it. Will warren get his car back? Join Warren as he tries to retrieve his game data while solving puzzles, hacking other developer's computers, breaking windows, and yelling at his friend Cabe. If you've played classic puzzle adventure games and feel the need for more, this game might be right up your alley. Using the power of the UDK, Dev Guy brings you the most graphically underwhelming game of this year."" - steam store page",Foehamner,Gaming,Dev Guy | let's play playthrough | PART 1 lie cheat steal,"""Being a developer for games is difficult. It's even harder when you are an indie developer. In Dev Guy, you play the roll of Warren (an independent developer) just trying to get his game on the app store before his game license expires. It sounds simple, but becomes complex quickly when his car goes missing, and his data disappears with it. Will warren get his car back? Join Warren as he tries to retrieve his game data while solving puzzles, hacking other developer's computers, breaking windows, and yelling at his friend Cabe. If you've played classic puzzle adventure games and feel the need for more, this game might be right up your alley. Using the power of the UDK, Dev Guy brings you the most graphically underwhelming game of this year."" - steam store page",0,0,1289,"[u""Let's Play"", u'Video Game', u'Gameplay', u'Playthrough', u'Foehamner', u'PC', u'Walkthrough', u'Review', u'Video Game Culture', u'LP', u'Dev guy', u'dev guy lets play', u'lets play dev guy', u'dev guy gameplay', u'dev guy playthrough', u'dev guy walkthrough', u'dev guy how to', u'dev guy where', u'dev guy review']",9/7/2016 15:00:01,19,0,F
791821687,730,Unboxing Teclado Gamer Metal War tc-189 Multilaser #ConstruindoMeuSetup,http://steamcommunity.com/sharedfiles/filedetails/?id=791821687,http://steamcommunity.com/id/fanofernandes/,FanoFernandes do YouTube,_JL9MW0-86Q,"LEIA A DESCRIÇÃO DO VÍDEO

Se gostou não se esqueça de dar aquele like, gostei ou joinha, se inscreva ai no canal eeee tchau


Melhores Canis do Itube!

Digão Sampaio
https://goo.gl/HmLwpt

Canal do Wayner:
https://goo.gl/Q7tNXd

Francis Ronney:
https://www.youtube.com/channel/UCkWvYNwBp2PEMNBsaAno0Yg

Bugado
 http://goo.gl/rwjBqy

Fabinho
 http://goo.gl/jnGyeC

ThiaggoGamePlays:
https://www.youtube.com/user/ThiaggoG...

Menethil
 https://goo.gl/YgvYgV

Monster2 Gamer
 https://goo.gl/8E0vNA

Hardcore Games
https://goo.gl/HlZe2m

LoadinGamesBrasil
https://goo.gl/sH0PJD

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use. or if you are not happy that I have uploaded one of your tracks then simply send me a private message and I will remove it ASAP.",fanofernandes,Gaming,Unboxing Teclado Gamer Metal War tc-189 Multilaser #ConstruindoMeuSetup,"LEIA A DESCRIÇÃO DO VÍDEO

Se gostou não se esqueça de dar aquele like, gostei ou joinha, se inscreva ai no canal eeee tchau


Melhores Canis do Itube!

Digão Sampaio
https://goo.gl/HmLwpt

Canal do Wayner:
https://goo.gl/Q7tNXd

Francis Ronney:
https://www.youtube.com/channel/UCkWvYNwBp2PEMNBsaAno0Yg

Bugado
 http://goo.gl/rwjBqy

Fabinho
 http://goo.gl/jnGyeC

ThiaggoGamePlays:
https://www.youtube.com/user/ThiaggoG...

Menethil
 https://goo.gl/YgvYgV

Monster2 Gamer
 https://goo.gl/8E0vNA

Hardcore Games
https://goo.gl/HlZe2m

LoadinGamesBrasil
https://goo.gl/sH0PJD

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use. or if you are not happy that I have uploaded one of your tracks then simply send me a private message and I will remove it ASAP.",26,4,498,"[u'fanofernandes', u'funny', u'moments', u'glitch', u'hack', u'mod', u'gta', u'encontro', u'carros', u'dlc', u'melhor', u'car', u'meeting', u'cruise', u'drag', u'race', u'rebaixado', u'rebaixar', u'bala', u'fixa', u'crew', u'pc', u'xbox', u'ps4', u'teclado', u'unboxing', u'iluminado', u'gamer', u'custo', u'mecanico', u'membrana', u'laser', u'chroma', u'razer', u'keyboard', u'app', u'configurar', u'macros', u'review', u'analise', u'completa', u'sorteio', u'mouse', u'mecher', u'como', u'usar', u'diminuir', u'mudar']",29/9/2016 15:44:47,357,4,F
70507831,280,Half-Life: Source - Remote Detonator Glitch Beat,http://steamcommunity.com/sharedfiles/filedetails/?id=70507831,http://steamcommunity.com/id/I_Shot_Web/,Webkun,-kTVEE9QB3w,"I threw it down expecting it to go down the right conveyor belt and be able to take out the trip-bomb.

instead it glitched into a wall.",IShotWebTV,Gaming,Half-Life: Source - Remote Detonator Glitch Beat,"I threw it down expecting it to go down the right conveyor belt and be able to take out the trip-bomb.

instead it glitched into a wall.",11,0,52,"[u'half', u'life', u'glitch', u'conveyor', u'belt', u'source', u'c4', u'remote', u'detonator', u'bomb', u'wall']",11/7/2010 01:04:02,523,5,T
515740201,24200,DCUO: Fire animation locking bug,http://steamcommunity.com/sharedfiles/filedetails/?id=515740201,http://steamcommunity.com/id/pyrion/,Pyrion,-x77hG-g45Q,Example of the animation locking bug plaguing fire users.,pyrioncelendil,Gaming,DCUO: Fire animation locking bug,Example of the animation locking bug plaguing fire users.,0,0,55,[u'DC Universe Online (Video Game)'],21/8/2014 09:38:28,70,0,T
750736068,359320,Elite Dangerous | The Proper Way To Mine ► Let's Play / UltraWide Gameplay,http://steamcommunity.com/sharedfiles/filedetails/?id=750736068,http://steamcommunity.com/id/theroleplaygamer/,Gumbercules,0iwx1T5fXIg,"Outfitting 2:17
Cargo Scoop Bug 6:46
Minerals 7:51
Profit 9:29
Preparation 12:22
Where to mine 14:21
How to mine 18:31

Join The Roleplay Gamer as he walks you through his new process for mining rings in Elite Dangerous. From outfitting to preparation, what, where and how to mine, this video is most definitely NOT guaranteed to make you money or not get you killed. Enjoy, CMDR.

Mining discussion, as promised: https://steamcommunity.com/app/359320/discussions/0/352788917756998827/?ctp=2

My flight setup:
Logitech Attack 3 joystick
Logitech G910 mechanical keyboard
Winning attitude

Buy cool Logitech gear and help me out with a couple of gold florins. Recommended! http://www.tkqlhce.com/click-8130195-10641432-1455843142000

Some other playlists you might like:
► Elite: Dangerous - https://goo.gl/GCbmg8
► MechWarrior Online - https://goo.gl/St8sOk
► Music: https://goo.gl/eQVE3F

Join the official 'The Roleplay Gamer' Discord chat: https://discordapp.com/invite/mSgQT3J

Subscribe: https://goo.gl/vBpH2Q
Music: http://www.RiccardoEstate.com
Twitter: https://twitter.com/RiccardoEstate
Patreon: https://www.patreon.com/TheRoleplayGamer

Elite Dangerous is the definitive massively multiplayer space epic, bringing gaming’s original open world adventure to the modern generation with a connected galaxy, evolving narrative and the entirety of the Milky Way re-created at its full galactic proportions. 

Starting with only a small starship and a few credits, players do whatever it takes to earn the skill, knowledge, wealth and power to survive in a futuristic cutthroat galaxy and to stand among the ranks of the iconic Elite. In an age of galactic superpowers and interstellar war, every player’s story influences the unique connected gaming experience and handcrafted evolving narrative. Governments fall, battles are lost and won, and humanity’s frontier is reshaped, all by players’ actions. 

400 Billion Star Systems. Infinite Freedom. Blaze Your Own Trail. 

Elite Dangerous on Steam: http://store.steampowered.com/app/359320/

#GetMoreSubsScrub",RiccardoGaming,Gaming,Elite Dangerous | The Proper Way To Mine ► Let's Play / UltraWide Gameplay,"Outfitting 2:17
Cargo Scoop Bug 6:46
Minerals 7:51
Profit 9:29
Preparation 12:22
Where to mine 14:21
How to mine 18:31

Join The Roleplay Gamer as he walks you through his new process for mining rings in Elite Dangerous. From outfitting to preparation, what, where and how to mine, this video is most definitely NOT guaranteed to make you money or not get you killed. Enjoy, CMDR.

Mining discussion, as promised: https://steamcommunity.com/app/359320/discussions/0/352788917756998827/?ctp=2

My flight setup:
Logitech Attack 3 joystick
Logitech G910 mechanical keyboard
Winning attitude

Buy cool Logitech gear and help me out with a couple of gold florins. Recommended! http://goo.gl/50SGC3

Some other playlists you might like:
► Elite: Dangerous - https://goo.gl/GCbmg8
► MechWarrior Online - https://goo.gl/St8sOk
► Music: https://goo.gl/eQVE3F

Join the official 'The Roleplay Gamer' Discord chat: https://discordapp.com/invite/mSgQT3J

Subscribe: https://goo.gl/vBpH2Q
Music: http://www.RiccardoEstate.com
Twitter: https://twitter.com/RiccardoEstate
Patreon: https://www.patreon.com/TheRoleplayGamer

Elite Dangerous is the definitive massively multiplayer space epic, bringing gaming’s original open world adventure to the modern generation with a connected galaxy, evolving narrative and the entirety of the Milky Way re-created at its full galactic proportions. 

Starting with only a small starship and a few credits, players do whatever it takes to earn the skill, knowledge, wealth and power to survive in a futuristic cutthroat galaxy and to stand among the ranks of the iconic Elite. In an age of galactic superpowers and interstellar war, every player’s story influences the unique connected gaming experience and handcrafted evolving narrative. Governments fall, battles are lost and won, and humanity’s frontier is reshaped, all by players’ actions. 

400 Billion Star Systems. Infinite Freedom. Blaze Your Own Trail. 

Elite Dangerous on Steam: http://store.steampowered.com/app/359320/

#GetMoreSubsScrub",104,29,1963,"[u'elite dangerous', u'elite dangerous horizons', u'elite dangerous mining', u'mining', u'elite dangerous horizons mining', u'elite dangerous asp', u'asp', u'miner', u'asp miner', u'asp mining', u'how to mine', u'how to make money', u'grind', u'elite dangerous miner', u'elite dangerous grind', u'2.2', u'season 2', u'elite dangerous 2.2', u'elite dangerous season 2', u'elite dangerous ultrawide', u'elite dangerous 21:9', u'21:9', u'ultrawide', u'collector', u'limpet', u'ultrawide gameplay', u'the roleplay gamer', u'cargo scoop bug', u'g910 mechanical keyboard']",18/8/2016 13:00:00,9145,4,T
379168043,317940,"Karmaflow: Bugs. bugs, bugs everywhere",http://steamcommunity.com/sharedfiles/filedetails/?id=379168043,http://steamcommunity.com/id/FanSH/,FanSH,0N4R_HENk8g,"Karmaflow: The Rock Opera Videogame. Walkthrough 
Karmaflow: The Rock Opera Videogame. Прохождение -
Karmaflow: The Rock Opera Videogame. Let's Play",UC_lgQXlzYsBmdUUVtduioOw,Gaming,"Karmaflow: Bugs. bugs, bugs everywhere","Karmaflow: The Rock Opera Videogame. Walkthrough 
Karmaflow: The Rock Opera Videogame. Прохождение -
Karmaflow: The Rock Opera Videogame. Let's Play",4,1,62,"[u'Karmaflow', u'Karmaflow gameplay', u'Gameplay', u'Video Game Culture', u'gaming Karmaflow gameplay', u'Roundabout', u'game video', u'game preview', u'\u043e\u0431\u0437\u043e\u0440', u'\u0433\u0435\u0439\u043c\u043f\u043b\u0435\u0439', u'steam', u'\u0438\u0433\u0440\u043e\u0432\u043e\u0439 \u0432\u0438\u0434\u0435\u043e', u'Video Game (Industry)', u'Early Access', u'Role-playing Game (Game Genre)']",22/1/2015 00:13:55,198,4,T
495139826,271590,Encontro de carros GTA V 4º - Trilha Off-Road,http://steamcommunity.com/sharedfiles/filedetails/?id=495139826,http://steamcommunity.com/id/fanofernandes/,FanoFernandes do YouTube,0Vzhvtu4_Ro,"Opa eai pessoal, quem quiser participar dos próximos encontros me adicionem na steam ""fanofernandes"" e mande uma mensagem dizendo que quer participar.
Leia o post do grupo GTA BR ( goo.gl/hjfTp1 ) pra saber regras e informações

Canais Participantes
Bugado (Abacate) - http://goo.gl/rwjBqy
Tiaggo - http://goo.gl/zJaVMF
Fabinho - http://goo.gl/jnGyeC
Luiz - http://goo.gl/gF8wBH
UPranzzi Bot - https://goo.gl/pfCwJh
HardCoreGames - https://goo.gl/b89BAV
Mr Ximin - https://goo.gl/fOTL1M

Agradecimentos:
Grupo steam Grand Theft Auto BR http://goo.gl/hjfTp1
Clã URSS
Tercio Melo
Upranzzi Bot
Thiaggo
Fabinho
Luiz
Carl-HL
E a todos os participantes",fanofernandes,Gaming,Encontro de carros GTA V 4º - Trilha Off-Road,"Opa eai pessoal, quem quiser participar dos próximos encontros me adicionem na steam ""fanofernandes"" e mande uma mensagem dizendo que quer participar.
Leia o post do grupo GTA BR ( goo.gl/hjfTp1 ) pra saber regras e informações

Canais Participantes
Bugado (Abacate) - http://goo.gl/rwjBqy
Tiaggo - http://goo.gl/zJaVMF
Fabinho - http://goo.gl/jnGyeC
Luiz - http://goo.gl/gF8wBH
UPranzzi Bot - https://goo.gl/pfCwJh
HardCoreGames - https://goo.gl/b89BAV
Mr Ximin - https://goo.gl/fOTL1M

Agradecimentos:
Grupo steam Grand Theft Auto BR http://goo.gl/hjfTp1
Clã URSS
Tercio Melo
Upranzzi Bot
Thiaggo
Fabinho
Luiz
Carl-HL
E a todos os participantes",22,0,1772,"[u'encontro', u'de', u'caros', u'gta', u'gta v', u'gta 5', u'grand', u'theft', u'auto', u'br', u'hue', u'mata', u'impossivel', u'paraquedas', u'pular', u'off', u'road', u'offroad', u'off-road', u'panto', u'rosa', u'sky dive', u'skydive', u'zoeira', u'funny', u'moments', u'subindo', u'mounte', u'mount', u'chiliad', u'trilha', u'corrida', u'drag', u'car', u'meeting', u'cruise', u'role', u'carros', u'cars', u'nave', u'topo', u'destruicao', u'hacker', u'cheat', u'glitch', u'vai', u'filhao', u'ta', u'pegando', u'fogo', u'bixo', u'4x4', u'guardian', u'sandking', u'dubsta', u'6x6']",4/8/2015 23:17:16,921,5,F
89657120,33930,,http://steamcommunity.com/sharedfiles/filedetails/?id=89657120,http://steamcommunity.com/id/MrCoo1/,MrCool,4i0m_SU-LfA,"A hacker got in our Heli but didn't kill us luckily, and started doing parachuting cows and buses in Cherno. -- http://twitch.tv/coo1boy",MrCoo1boy,Gaming,DayZ - Hacker in Heli!,"A hacker got in our Heli but didn't kill us luckily, and started doing parachuting cows and buses in Cherno. -- http://twitch.tv/coo1boy",2,0,161,"[u'twitch.tv', u'justin.tv', u'hacker', u'cherno', u'heli', u'copper', u'buses', u'cows', u'fire', u'burning', u'shooting', u'landing', u'UH-1H', u'water', u'falling']",11/8/2012 05:32:18,127,5,T
